<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.02.05	06:00:00	1.07789	1.07800	1.07752	1.07788	2416	0	0
2024.02.05	07:00:00	1.07789	1.07823	1.07732	1.07819	5113	0	0
2024.02.05	08:00:00	1.07820	1.07848	1.07773	1.07778	6622	0	1
2024.02.05	09:00:00	1.07778	1.07835	1.07727	1.07802	9344	0	0
2024.02.05	10:00:00	1.07802	1.07862	1.07634	1.07669	10434	0	0
2024.02.05	11:00:00	1.07669	1.07730	1.07519	1.07538	8266	0	0
2024.02.05	12:00:00	1.07538	1.07562	1.07473	1.07495	8352	0	0
2024.02.05	13:00:00	1.07495	1.07588	1.07470	1.07549	6898	0	0
2024.02.05	14:00:00	1.07549	1.07579	1.07491	1.07495	9183	0	0
2024.02.05	15:00:00	1.07494	1.07508	1.07360	1.07375	13685	0	0
2024.02.05	16:00:00	1.07374	1.07451	1.07351	1.07424	13830	0	0
2024.02.05	17:00:00	1.07421	1.07421	1.07231	1.07253	25045	0	0
2024.02.05	18:00:00	1.07253	1.07362	1.07244	1.07351	10965	0	0
2024.02.05	19:00:00	1.07351	1.07429	1.07338	1.07389	10246	0	1
2024.02.05	20:00:00	1.07390	1.07466	1.07372	1.07440	8350	0	1
2024.02.05	21:00:00	1.07440	1.07465	1.07420	1.07427	6689	0	1
2024.02.05	22:00:00	1.07427	1.07443	1.07366	1.07425	7096	0	0
2024.02.05	23:00:00	1.07426	1.07426	1.07386	1.07421	2293	0	1
2024.02.06	00:00:00	1.07408	1.07435	1.07370	1.07430	993	0	7
2024.02.06	01:00:00	1.07433	1.07438	1.07407	1.07410	1201	0	2
2024.02.06	02:00:00	1.07410	1.07453	1.07409	1.07437	2568	0	3
2024.02.06	03:00:00	1.07437	1.07473	1.07415	1.07453	5452	0	3
2024.02.06	04:00:00	1.07453	1.07490	1.07435	1.07458	3680	0	0
2024.02.06	05:00:00	1.07458	1.07490	1.07433	1.07438	3112	0	3
2024.02.06	06:00:00	1.07438	1.07505	1.07433	1.07488	3613	0	3
2024.02.06	07:00:00	1.07489	1.07543	1.07485	1.07533	4885	0	3
2024.02.06	08:00:00	1.07533	1.07535	1.07481	1.07507	5206	0	1
2024.02.06	09:00:00	1.07505	1.07625	1.07505	1.07519	9778	0	0
2024.02.06	10:00:00	1.07519	1.07601	1.07452	1.07463	8948	0	0
2024.02.06	11:00:00	1.07463	1.07475	1.07255	1.07292	8723	0	0
2024.02.06	12:00:00	1.07292	1.07365	1.07277	1.07293	4918	0	0
2024.02.06	13:00:00	1.07292	1.07430	1.07243	1.07386	3582	0	0
2024.02.06	14:00:00	1.07387	1.07393	1.07225	1.07359	7667	0	0
2024.02.06	15:00:00	1.07361	1.07440	1.07278	1.07304	10267	0	0
2024.02.06	16:00:00	1.07304	1.07438	1.07290	1.07403	10826	0	0
2024.02.06	17:00:00	1.07404	1.07485	1.07366	1.07433	11809	0	0
2024.02.06	18:00:00	1.07433	1.07534	1.07388	1.07503	8460	0	0
2024.02.06	19:00:00	1.07503	1.07552	1.07476	1.07510	7512	0	1
2024.02.06	20:00:00	1.07509	1.07555	1.07432	1.07540	7094	0	1
2024.02.06	21:00:00	1.07540	1.07547	1.07466	1.07494	5420	0	1
2024.02.06	22:00:00	1.07494	1.07574	1.07492	1.07567	3847	0	1
2024.02.06	23:00:00	1.07560	1.07560	1.07516	1.07539	1643	0	0
2024.02.07	00:00:00	1.07536	1.07556	1.07468	1.07539	2545	0	4
2024.02.07	01:00:00	1.07542	1.07568	1.07542	1.07566	618	0	0
2024.02.07	02:00:00	1.07567	1.07594	1.07557	1.07588	1315	0	0
2024.02.07	03:00:00	1.07589	1.07650	1.07586	1.07633	2991	0	3
2024.02.07	04:00:00	1.07631	1.07660	1.07614	1.07635	2606	0	3
2024.02.07	05:00:00	1.07634	1.07665	1.07583	1.07586	2167	0	0
2024.02.07	06:00:00	1.07585	1.07601	1.07566	1.07590	1930	0	3
2024.02.07	07:00:00	1.07592	1.07647	1.07578	1.07626	2799	0	3
2024.02.07	08:00:00	1.07626	1.07657	1.07566	1.07611	4187	0	1
2024.02.07	09:00:00	1.07611	1.07728	1.07608	1.07725	5815	0	0
2024.02.07	10:00:00	1.07726	1.07736	1.07603	1.07628	5299	0	0
2024.02.07	11:00:00	1.07628	1.07710	1.07578	1.07693	4175	0	0
2024.02.07	12:00:00	1.07693	1.07709	1.07627	1.07642	4443	0	0
2024.02.07	13:00:00	1.07642	1.07740	1.07623	1.07710	4160	0	0
2024.02.07	14:00:00	1.07711	1.07753	1.07659	1.07737	6813	0	0
2024.02.07	15:00:00	1.07737	1.07841	1.07667	1.07701	9271	0	0
2024.02.07	16:00:00	1.07701	1.07780	1.07653	1.07714	12121	0	0
2024.02.07	17:00:00	1.07715	1.07800	1.07556	1.07565	13123	0	0
2024.02.07	18:00:00	1.07565	1.07715	1.07560	1.07678	10024	0	0
2024.02.07	19:00:00	1.07677	1.07679	1.07591	1.07648	7049	0	1
2024.02.07	20:00:00	1.07647	1.07737	1.07643	1.07711	6758	0	1
2024.02.07	21:00:00	1.07711	1.07755	1.07697	1.07719	4035	0	1
2024.02.07	22:00:00	1.07719	1.07743	1.07707	1.07727	3254	0	1
2024.02.07	23:00:00	1.07721	1.07743	1.07709	1.07711	2020	0	1
2024.02.08	00:00:00	1.07711	1.07737	1.07600	1.07710	1157	0	8
2024.02.08	01:00:00	1.07719	1.07769	1.07719	1.07754	1148	0	2
2024.02.08	02:00:00	1.07755	1.07795	1.07744	1.07779	1661	0	1
2024.02.08	03:00:00	1.07778	1.07800	1.07748	1.07785	2540	0	3
2024.02.08	04:00:00	1.07785	1.07832	1.07780	1.07827	2073	0	3
2024.02.08	05:00:00	1.07827	1.07849	1.07813	1.07822	1445	0	0
2024.02.08	06:00:00	1.07823	1.07885	1.07793	1.07798	2519	0	1
2024.02.08	07:00:00	1.07797	1.07842	1.07783	1.07826	2634	0	3
2024.02.08	08:00:00	1.07825	1.07865	1.07808	1.07840	3390	0	1
2024.02.08	09:00:00	1.07840	1.07889	1.07768	1.07802	5395	0	0
2024.02.08	10:00:00	1.07802	1.07841	1.07684	1.07773	5711	0	0
2024.02.08	11:00:00	1.07773	1.07843	1.07735	1.07830	4757	0	0
2024.02.08	12:00:00	1.07830	1.07856	1.07712	1.07718	3840	0	0
2024.02.08	13:00:00	1.07717	1.07731	1.07611	1.07630	3990	0	0
2024.02.08	14:00:00	1.07630	1.07637	1.07500	1.07568	8183	0	0
2024.02.08	15:00:00	1.07569	1.07622	1.07414	1.07439	12231	0	0
2024.02.08	16:00:00	1.07437	1.07676	1.07433	1.07650	9830	0	0
2024.02.08	17:00:00	1.07651	1.07677	1.07515	1.07610	11256	0	0
2024.02.08	18:00:00	1.07610	1.07741	1.07601	1.07733	6586	0	0
2024.02.08	19:00:00	1.07733	1.07767	1.07711	1.07734	5553	0	1
2024.02.08	20:00:00	1.07734	1.07828	1.07730	1.07767	6563	0	1
2024.02.08	21:00:00	1.07766	1.07787	1.07724	1.07748	7284	0	1
2024.02.08	22:00:00	1.07749	1.07799	1.07746	1.07778	3292	0	1
2024.02.08	23:00:00	1.07771	1.07783	1.07752	1.07769	1637	0	0
2024.02.09	00:00:00	1.07771	1.07787	1.07722	1.07760	1312	0	8
2024.02.09	01:00:00	1.07762	1.07780	1.07736	1.07776	1141	0	1
2024.02.09	02:00:00	1.07775	1.07787	1.07721	1.07728	1648	0	0
2024.02.09	03:00:00	1.07729	1.07787	1.07727	1.07742	2138	0	0
2024.02.09	04:00:00	1.07742	1.07783	1.07730	1.07761	2116	0	0
2024.02.09	05:00:00	1.07759	1.07775	1.07699	1.07708	2232	0	0
2024.02.09	06:00:00	1.07709	1.07729	1.07692	1.07711	1318	0	0
2024.02.09	07:00:00	1.07710	1.07738	1.07694	1.07710	1378	0	0
2024.02.09	08:00:00	1.07710	1.07756	1.07699	1.07746	2214	0	0
2024.02.09	09:00:00	1.07746	1.07828	1.07742	1.07802	4892	0	0
2024.02.09	10:00:00	1.07802	1.07848	1.07724	1.07727	5418	0	0
2024.02.09	11:00:00	1.07727	1.07769	1.07661	1.07671	5370	0	0
2024.02.09	12:00:00	1.07671	1.07703	1.07622	1.07669	5058	0	0
2024.02.09	13:00:00	1.07669	1.07733	1.07634	1.07717	5908	0	1
2024.02.09	14:00:00	1.07717	1.07766	1.07628	1.07674	7403	0	0
2024.02.09	15:00:00	1.07674	1.07946	1.07651	1.07830	17107	0	0
2024.02.09	16:00:00	1.07828	1.07953	1.07749	1.07817	12851	0	0
2024.02.09	17:00:00	1.07817	1.07899	1.07798	1.07864	9752	0	0
2024.02.09	18:00:00	1.07864	1.07882	1.07796	1.07816	6264	0	0
2024.02.09	19:00:00	1.07816	1.07869	1.07789	1.07855	3868	0	2
2024.02.09	20:00:00	1.07855	1.07910	1.07853	1.07866	4011	0	2
2024.02.09	21:00:00	1.07865	1.07879	1.07812	1.07824	2608	0	2
2024.02.09	22:00:00	1.07825	1.07880	1.07796	1.07862	2725	0	2
2024.02.09	23:00:00	1.07851	1.07879	1.07825	1.07844	909	0	0
2024.02.12	00:00:00	1.07785	1.07861	1.07775	1.07838	829	0	11
2024.02.12	01:00:00	1.07843	1.07983	1.07843	1.07977	4056	0	4
2024.02.12	02:00:00	1.07978	1.07998	1.07962	1.07984	2397	0	4
2024.02.12	03:00:00	1.07986	1.07987	1.07933	1.07956	1665	0	0
2024.02.12	04:00:00	1.07956	1.07979	1.07927	1.07947	1462	0	0
2024.02.12	05:00:00	1.07947	1.07969	1.07909	1.07916	1789	0	0
2024.02.12	06:00:00	1.07917	1.07941	1.07891	1.07904	1318	0	0
2024.02.12	07:00:00	1.07903	1.07946	1.07897	1.07916	6354	0	0
2024.02.12	08:00:00	1.07916	1.07931	1.07897	1.07914	2865	0	0
2024.02.12	09:00:00	1.07914	1.08058	1.07892	1.08033	6451	0	1
2024.02.12	10:00:00	1.08033	1.08033	1.07741	1.07755	9687	0	1
2024.02.12	11:00:00	1.07754	1.07782	1.07668	1.07691	6989	0	1
2024.02.12	12:00:00	1.07692	1.07791	1.07669	1.07765	6991	0	1
2024.02.12	13:00:00	1.07767	1.07780	1.07630	1.07693	6886	0	1
2024.02.12	14:00:00	1.07694	1.07737	1.07649	1.07698	7134	0	0
2024.02.12	15:00:00	1.07699	1.07739	1.07609	1.07638	8901	0	0
2024.02.12	16:00:00	1.07639	1.07741	1.07630	1.07722	8474	0	0
2024.02.12	17:00:00	1.07722	1.07726	1.07557	1.07676	8668	0	0
2024.02.12	18:00:00	1.07676	1.07776	1.07651	1.07732	7787	0	0
2024.02.12	19:00:00	1.07731	1.07824	1.07726	1.07824	6244	0	2
2024.02.12	20:00:00	1.07821	1.07863	1.07802	1.07812	5685	0	2
2024.02.12	21:00:00	1.07812	1.07830	1.07678	1.07693	5537	0	2
2024.02.12	22:00:00	1.07693	1.07751	1.07691	1.07741	4767	0	2
2024.02.12	23:00:00	1.07730	1.07749	1.07691	1.07695	780	0	0
2024.02.13	00:00:00	1.07712	1.07741	1.07630	1.07714	907	0	0
2024.02.13	01:00:00	1.07719	1.07731	1.07704	1.07716	857	0	0
2024.02.13	02:00:00	1.07717	1.07730	1.07669	1.07726	1477	0	0
2024.02.13	03:00:00	1.07728	1.07744	1.07654	1.07667	1450	0	0
2024.02.13	04:00:00	1.07666	1.07669	1.07618	1.07640	1628	0	0
2024.02.13	05:00:00	1.07641	1.07647	1.07604	1.07617	1701	0	0
2024.02.13	06:00:00	1.07618	1.07644	1.07610	1.07636	1051	0	0
2024.02.13	07:00:00	1.07635	1.07678	1.07631	1.07666	1693	0	4
2024.02.13	08:00:00	1.07667	1.07724	1.07658	1.07704	2560	0	0
2024.02.13	09:00:00	1.07705	1.07778	1.07657	1.07713	8744	0	1
2024.02.13	10:00:00	1.07713	1.07748	1.07620	1.07676	8340	0	1
2024.02.13	11:00:00	1.07676	1.07696	1.07566	1.07668	8266	0	1
2024.02.13	12:00:00	1.07669	1.07763	1.07661	1.07722	7395	0	1
2024.02.13	13:00:00	1.07724	1.07819	1.07718	1.07779	6704	0	1
2024.02.13	14:00:00	1.07778	1.07867	1.07760	1.07855	7003	0	0
2024.02.13	15:00:00	1.07855	1.07977	1.07028	1.07086	22614	0	0
2024.02.13	16:00:00	1.07086	1.07238	1.07002	1.07179	18705	0	0
2024.02.13	17:00:00	1.07180	1.07269	1.07059	1.07168	13713	0	0
2024.02.13	18:00:00	1.07168	1.07223	1.07126	1.07192	8356	0	0
2024.02.13	19:00:00	1.07192	1.07203	1.07120	1.07152	6078	0	2
2024.02.13	20:00:00	1.07153	1.07202	1.07073	1.07082	5311	0	2
2024.02.13	21:00:00	1.07081	1.07083	1.07003	1.07012	6324	0	2
2024.02.13	22:00:00	1.07011	1.07101	1.07005	1.07072	4357	0	2
2024.02.13	23:00:00	1.07060	1.07093	1.07056	1.07084	959	0	0
2024.02.14	00:00:00	1.07083	1.07114	1.07059	1.07093	941	0	11
2024.02.14	01:00:00	1.07098	1.07109	1.07075	1.07082	1029	0	0
2024.02.14	02:00:00	1.07082	1.07144	1.07059	1.07076	1948	0	0
2024.02.14	03:00:00	1.07077	1.07120	1.07030	1.07115	2732	0	0
2024.02.14	04:00:00	1.07114	1.07139	1.07086	1.07094	2012	0	4
2024.02.14	05:00:00	1.07095	1.07137	1.07079	1.07123	1628	0	0
2024.02.14	06:00:00	1.07123	1.07146	1.07092	1.07142	1670	0	0
2024.02.14	07:00:00	1.07142	1.07148	1.07114	1.07138	1568	0	0
2024.02.14	08:00:00	1.07139	1.07188	1.07138	1.07163	3060	0	2
2024.02.14	09:00:00	1.07163	1.07174	1.07050	1.07076	9300	0	1
2024.02.14	10:00:00	1.07076	1.07084	1.06945	1.07025	10951	0	1
2024.02.14	11:00:00	1.07023	1.07060	1.06961	1.07003	7651	0	1
2024.02.14	12:00:00	1.07002	1.07045	1.06962	1.07033	6437	0	1
2024.02.14	13:00:00	1.07035	1.07104	1.06970	1.07078	6258	0	1
2024.02.14	14:00:00	1.07078	1.07105	1.07010	1.07058	6311	0	0
2024.02.14	15:00:00	1.07058	1.07168	1.07057	1.07087	10553	0	0
2024.02.14	16:00:00	1.07088	1.07230	1.07064	1.07161	11428	0	0
2024.02.14	17:00:00	1.07161	1.07253	1.07131	1.07212	10744	0	0
2024.02.14	18:00:00	1.07212	1.07347	1.07190	1.07339	9382	0	0
2024.02.14	19:00:00	1.07339	1.07340	1.07275	1.07306	6570	0	0
2024.02.14	20:00:00	1.07308	1.07338	1.07257	1.07268	5070	0	2
2024.02.14	21:00:00	1.07268	1.07294	1.07253	1.07281	3591	0	2
2024.02.14	22:00:00	1.07281	1.07289	1.07258	1.07276	3064	0	2
2024.02.14	23:00:00	1.07264	1.07281	1.07242	1.07257	811	0	1
2024.02.15	00:00:00	1.07241	1.07283	1.07229	1.07259	658	0	3
2024.02.15	01:00:00	1.07264	1.07323	1.07264	1.07317	979	0	4
2024.02.15	02:00:00	1.07318	1.07355	1.07289	1.07337	1440	0	0
2024.02.15	03:00:00	1.07337	1.07349	1.07262	1.07281	1767	0	0
2024.02.15	04:00:00	1.07282	1.07314	1.07254	1.07291	1426	0	0
2024.02.15	05:00:00	1.07292	1.07306	1.07248	1.07255	1465	0	0
2024.02.15	06:00:00	1.07255	1.07268	1.07244	1.07258	1223	0	0
2024.02.15	07:00:00	1.07259	1.07321	1.07258	1.07288	1894	0	0
2024.02.15	08:00:00	1.07289	1.07340	1.07269	1.07310	3113	0	0
2024.02.15	09:00:00	1.07309	1.07417	1.07276	1.07327	7396	0	1
2024.02.15	10:00:00	1.07327	1.07378	1.07294	1.07309	7649	0	1
2024.02.15	11:00:00	1.07309	1.07370	1.07279	1.07331	6646	0	1
2024.02.15	12:00:00	1.07331	1.07370	1.07306	1.07346	4851	0	1
2024.02.15	13:00:00	1.07347	1.07402	1.07337	1.07354	4793	0	1
2024.02.15	14:00:00	1.07354	1.07488	1.07353	1.07449	6323	0	0
2024.02.15	15:00:00	1.07449	1.07728	1.07426	1.07662	17162	0	0
2024.02.15	16:00:00	1.07662	1.07828	1.07589	1.07758	15020	0	0
2024.02.15	17:00:00	1.07760	1.07850	1.07587	1.07612	14603	0	0
2024.02.15	18:00:00	1.07614	1.07633	1.07551	1.07594	9984	0	0
2024.02.15	19:00:00	1.07594	1.07630	1.07564	1.07625	5303	0	2
2024.02.15	20:00:00	1.07624	1.07676	1.07602	1.07669	4387	0	2
2024.02.15	21:00:00	1.07668	1.07722	1.07663	1.07688	4592	0	2
2024.02.15	22:00:00	1.07689	1.07719	1.07678	1.07715	3142	0	2
2024.02.15	23:00:00	1.07703	1.07733	1.07692	1.07714	855	0	1
2024.02.16	00:00:00	1.07705	1.07719	1.07648	1.07718	966	0	7
2024.02.16	01:00:00	1.07723	1.07769	1.07721	1.07725	1002	0	1
2024.02.16	02:00:00	1.07726	1.07736	1.07608	1.07646	2189	0	0
2024.02.16	03:00:00	1.07647	1.07662	1.07609	1.07647	2369	0	4
2024.02.16	04:00:00	1.07648	1.07650	1.07597	1.07604	2004	0	0
2024.02.16	05:00:00	1.07602	1.07630	1.07588	1.07598	1961	0	0
2024.02.16	06:00:00	1.07599	1.07611	1.07571	1.07592	1603	0	0
2024.02.16	07:00:00	1.07591	1.07620	1.07582	1.07601	2015	0	4
2024.02.16	08:00:00	1.07601	1.07627	1.07583	1.07626	2252	0	0
2024.02.16	09:00:00	1.07627	1.07681	1.07599	1.07609	6349	0	1
2024.02.16	10:00:00	1.07609	1.07715	1.07594	1.07698	7526	0	1
2024.02.16	11:00:00	1.07700	1.07719	1.07639	1.07661	6878	0	1
2024.02.16	12:00:00	1.07661	1.07710	1.07624	1.07680	4214	0	1
2024.02.16	13:00:00	1.07681	1.07801	1.07665	1.07775	6143	0	1
2024.02.16	14:00:00	1.07775	1.07782	1.07673	1.07680	6035	0	0
2024.02.16	15:00:00	1.07680	1.07712	1.07319	1.07463	14890	0	0
2024.02.16	16:00:00	1.07463	1.07569	1.07407	1.07503	13275	0	0
2024.02.16	17:00:00	1.07499	1.07771	1.07482	1.07711	12498	0	0
2024.02.16	18:00:00	1.07711	1.07754	1.07655	1.07684	9543	0	0
2024.02.16	19:00:00	1.07683	1.07779	1.07624	1.07779	5743	0	2
2024.02.16	20:00:00	1.07778	1.07860	1.07736	1.07850	5033	0	2
2024.02.16	21:00:00	1.07851	1.07874	1.07752	1.07769	4740	0	2
2024.02.16	22:00:00	1.07768	1.07775	1.07727	1.07751	4183	0	2
2024.02.16	23:00:00	1.07754	1.07773	1.07737	1.07769	1341	0	1
2024.02.19	00:00:00	1.07722	1.07763	1.07706	1.07748	773	0	10
2024.02.19	01:00:00	1.07747	1.07850	1.07745	1.07838	1424	0	0
2024.02.19	02:00:00	1.07836	1.07889	1.07835	1.07867	2428	0	4
2024.02.19	03:00:00	1.07867	1.07882	1.07780	1.07803	2941	0	1
2024.02.19	04:00:00	1.07803	1.07820	1.07777	1.07811	1912	0	0
2024.02.19	05:00:00	1.07814	1.07832	1.07746	1.07756	2044	0	0
2024.02.19	06:00:00	1.07756	1.07812	1.07747	1.07776	1690	0	0
2024.02.19	07:00:00	1.07777	1.07828	1.07769	1.07816	1587	0	0
2024.02.19	08:00:00	1.07817	1.07868	1.07796	1.07863	2671	0	0
2024.02.19	09:00:00	1.07865	1.07894	1.07811	1.07827	5269	0	1
2024.02.19	10:00:00	1.07826	1.07875	1.07761	1.07782	6693	0	1
2024.02.19	11:00:00	1.07785	1.07836	1.07721	1.07747	7160	0	1
2024.02.19	12:00:00	1.07748	1.07789	1.07720	1.07756	4951	0	1
2024.02.19	13:00:00	1.07754	1.07818	1.07733	1.07773	5066	0	0
2024.02.19	14:00:00	1.07769	1.07797	1.07693	1.07706	4772	0	0
2024.02.19	15:00:00	1.07706	1.07791	1.07674	1.07700	6872	0	0
2024.02.19	16:00:00	1.07700	1.07708	1.07629	1.07666	6872	0	0
2024.02.19	17:00:00	1.07666	1.07687	1.07618	1.07673	5846	0	0
2024.02.19	18:00:00	1.07674	1.07709	1.07624	1.07698	4109	0	0
2024.02.19	19:00:00	1.07698	1.07764	1.07692	1.07761	3134	0	0
2024.02.19	20:00:00	1.07760	1.07837	1.07757	1.07792	3245	0	2
2024.02.19	21:00:00	1.07790	1.07821	1.07778	1.07785	1441	0	0
2024.02.19	22:00:00	1.07786	1.07799	1.07775	1.07782	685	0	0
2024.02.19	23:00:00	1.07784	1.07820	1.07776	1.07782	539	0	0
2024.02.20	00:00:00	1.07785	1.07800	1.07687	1.07774	1332	0	10
2024.02.20	01:00:00	1.07779	1.07799	1.07734	1.07753	1435	0	0
2024.02.20	02:00:00	1.07752	1.07768	1.07674	1.07695	2086	0	0
2024.02.20	03:00:00	1.07695	1.07713	1.07648	1.07658	3303	0	4
2024.02.20	04:00:00	1.07658	1.07670	1.07613	1.07668	3107	0	0
2024.02.20	05:00:00	1.07669	1.07685	1.07644	1.07677	1786	0	0
2024.02.20	06:00:00	1.07676	1.07709	1.07672	1.07688	1648	0	0
2024.02.20	07:00:00	1.07691	1.07701	1.07649	1.07678	2071	0	0
2024.02.20	08:00:00	1.07678	1.07729	1.07672	1.07708	2786	0	2
2024.02.20	09:00:00	1.07709	1.07750	1.07672	1.07697	6680	0	1
2024.02.20	10:00:00	1.07697	1.07777	1.07686	1.07758	8276	0	1
2024.02.20	11:00:00	1.07757	1.07990	1.07739	1.07976	8707	0	1
2024.02.20	12:00:00	1.07976	1.08096	1.07952	1.08039	8547	0	1
2024.02.20	13:00:00	1.08039	1.08045	1.07935	1.07985	9139	0	1
2024.02.20	14:00:00	1.07986	1.08059	1.07952	1.07981	7034	0	0
2024.02.20	15:00:00	1.07983	1.08250	1.07968	1.08232	11028	0	0
2024.02.20	16:00:00	1.08231	1.08389	1.08181	1.08291	12202	0	0
2024.02.20	17:00:00	1.08289	1.08298	1.08129	1.08227	11801	0	0
2024.02.20	18:00:00	1.08227	1.08251	1.08122	1.08129	7913	0	0
2024.02.20	19:00:00	1.08129	1.08148	1.08089	1.08118	6295	0	2
2024.02.20	20:00:00	1.08117	1.08131	1.08069	1.08098	4684	0	2
2024.02.20	21:00:00	1.08097	1.08114	1.08063	1.08063	4578	0	2
2024.02.20	22:00:00	1.08065	1.08126	1.08043	1.08103	4514	0	2
2024.02.20	23:00:00	1.08092	1.08095	1.08053	1.08068	819	0	0
2024.02.21	00:00:00	1.08064	1.08096	1.08028	1.08086	895	0	6
2024.02.21	01:00:00	1.08094	1.08110	1.08076	1.08097	1347	0	2
2024.02.21	02:00:00	1.08097	1.08110	1.08064	1.08100	1921	0	4
2024.02.21	03:00:00	1.08100	1.08126	1.08052	1.08119	2367	0	4
2024.02.21	04:00:00	1.08118	1.08172	1.08116	1.08149	2491	0	4
2024.02.21	05:00:00	1.08149	1.08188	1.08133	1.08178	2114	0	0
2024.02.21	06:00:00	1.08178	1.08190	1.08132	1.08142	1733	0	0
2024.02.21	07:00:00	1.08143	1.08165	1.08122	1.08150	2083	0	0
2024.02.21	08:00:00	1.08149	1.08153	1.08073	1.08114	3607	0	2
2024.02.21	09:00:00	1.08116	1.08141	1.08062	1.08107	6205	0	1
2024.02.21	10:00:00	1.08105	1.08149	1.07970	1.07989	8761	0	1
2024.02.21	11:00:00	1.07989	1.08007	1.07897	1.07996	7990	0	1
2024.02.21	12:00:00	1.07996	1.08034	1.07957	1.08011	6607	0	1
2024.02.21	13:00:00	1.08011	1.08023	1.07939	1.07992	5214	0	1
2024.02.21	14:00:00	1.07992	1.08033	1.07962	1.08029	6517	0	0
2024.02.21	15:00:00	1.08030	1.08116	1.08030	1.08101	8925	0	0
2024.02.21	16:00:00	1.08099	1.08164	1.08060	1.08129	9159	0	0
2024.02.21	17:00:00	1.08128	1.08201	1.08041	1.08052	9952	0	0
2024.02.21	18:00:00	1.08053	1.08191	1.08007	1.08169	8180	0	0
2024.02.21	19:00:00	1.08171	1.08175	1.08065	1.08075	6865	0	2
2024.02.21	20:00:00	1.08075	1.08137	1.07997	1.08115	7363	0	2
2024.02.21	21:00:00	1.08113	1.08245	1.08050	1.08165	9702	0	2
2024.02.21	22:00:00	1.08164	1.08210	1.08124	1.08168	5093	0	2
2024.02.21	23:00:00	1.08157	1.08198	1.08115	1.08180	1312	0	1
2024.02.22	00:00:00	1.08181	1.08200	1.08102	1.08196	874	0	4
2024.02.22	01:00:00	1.08193	1.08226	1.08185	1.08201	1028	0	2
2024.02.22	02:00:00	1.08201	1.08318	1.08198	1.08300	2880	0	0
2024.02.22	03:00:00	1.08302	1.08307	1.08263	1.08267	2467	0	4
2024.02.22	04:00:00	1.08265	1.08270	1.08188	1.08259	3102	0	4
2024.02.22	05:00:00	1.08260	1.08272	1.08229	1.08257	1540	0	0
2024.02.22	06:00:00	1.08254	1.08309	1.08249	1.08302	1719	0	0
2024.02.22	07:00:00	1.08301	1.08379	1.08293	1.08332	3121	0	4
2024.02.22	08:00:00	1.08330	1.08400	1.08326	1.08382	3715	0	2
2024.02.22	09:00:00	1.08383	1.08541	1.08373	1.08529	8514	0	1
2024.02.22	10:00:00	1.08530	1.08884	1.08524	1.08713	15346	0	1
2024.02.22	11:00:00	1.08714	1.08715	1.08480	1.08529	10341	0	1
2024.02.22	12:00:00	1.08529	1.08590	1.08501	1.08567	6429	0	1
2024.02.22	13:00:00	1.08568	1.08576	1.08447	1.08571	7037	0	1
2024.02.22	14:00:00	1.08571	1.08587	1.08424	1.08440	7520	0	0
2024.02.22	15:00:00	1.08439	1.08482	1.08211	1.08233	12674	0	0
2024.02.22	16:00:00	1.08233	1.08246	1.08027	1.08184	14480	0	0
2024.02.22	17:00:00	1.08183	1.08196	1.08034	1.08101	13960	0	0
2024.02.22	18:00:00	1.08103	1.08185	1.08086	1.08141	7415	0	0
2024.02.22	19:00:00	1.08141	1.08242	1.08115	1.08201	5603	0	2
2024.02.22	20:00:00	1.08201	1.08263	1.08142	1.08248	5703	0	2
2024.02.22	21:00:00	1.08247	1.08251	1.08190	1.08224	3441	0	2
2024.02.22	22:00:00	1.08223	1.08231	1.08182	1.08217	3768	0	2
2024.02.22	23:00:00	1.08206	1.08231	1.08195	1.08220	730	0	0
2024.02.23	00:00:00	1.08222	1.08240	1.08168	1.08210	955	0	14
2024.02.23	01:00:00	1.08215	1.08259	1.08215	1.08252	863	0	0
2024.02.23	02:00:00	1.08252	1.08280	1.08147	1.08217	2566	0	0
2024.02.23	03:00:00	1.08218	1.08320	1.08213	1.08268	2594	0	4
2024.02.23	04:00:00	1.08269	1.08307	1.08245	1.08253	2622	0	0
2024.02.23	05:00:00	1.08253	1.08258	1.08224	1.08251	1615	0	0
2024.02.23	06:00:00	1.08252	1.08284	1.08247	1.08252	1043	0	0
2024.02.23	07:00:00	1.08252	1.08270	1.08207	1.08226	1695	0	0
2024.02.23	08:00:00	1.08227	1.08278	1.08219	1.08256	2763	0	0
2024.02.23	09:00:00	1.08256	1.08319	1.08237	1.08293	5720	0	1
2024.02.23	10:00:00	1.08292	1.08326	1.08209	1.08252	7210	0	1
2024.02.23	11:00:00	1.08254	1.08259	1.08138	1.08174	7994	0	1
2024.02.23	12:00:00	1.08174	1.08251	1.08168	1.08238	6064	0	1
2024.02.23	13:00:00	1.08238	1.08315	1.08222	1.08271	6874	0	1
2024.02.23	14:00:00	1.08271	1.08396	1.08245	1.08362	7328	0	0
2024.02.23	15:00:00	1.08362	1.08369	1.08265	1.08319	9325	0	0
2024.02.23	16:00:00	1.08319	1.08370	1.08241	1.08254	9542	0	0
2024.02.23	17:00:00	1.08256	1.08258	1.08116	1.08206	10702	0	0
2024.02.23	18:00:00	1.08206	1.08289	1.08148	1.08273	8804	0	0
