<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.01.20	11:00:00	1.08403	1.08519	1.08282	1.08310	5673	0	0
2023.01.20	12:00:00	1.08311	1.08474	1.08261	1.08388	5449	0	0
2023.01.20	13:00:00	1.08387	1.08418	1.08246	1.08251	3900	0	0
2023.01.20	14:00:00	1.08252	1.08277	1.08141	1.08185	5268	0	0
2023.01.20	15:00:00	1.08185	1.08277	1.08024	1.08065	5172	0	0
2023.01.20	16:00:00	1.08065	1.08262	1.08046	1.08215	7987	0	0
2023.01.20	17:00:00	1.08216	1.08478	1.08183	1.08310	8613	0	0
2023.01.20	18:00:00	1.08310	1.08451	1.08273	1.08306	5672	0	0
2023.01.20	19:00:00	1.08305	1.08474	1.08295	1.08438	4287	0	0
2023.01.20	20:00:00	1.08437	1.08504	1.08338	1.08475	5262	0	0
2023.01.20	21:00:00	1.08476	1.08586	1.08457	1.08540	3514	0	0
2023.01.20	22:00:00	1.08540	1.08584	1.08522	1.08565	3611	0	0
2023.01.20	23:00:00	1.08567	1.08580	1.08546	1.08557	1115	0	0
2023.01.23	00:00:00	1.08622	1.08655	1.08590	1.08650	520	0	8
2023.01.23	01:00:00	1.08644	1.08693	1.08613	1.08640	1540	0	2
2023.01.23	02:00:00	1.08642	1.08872	1.08640	1.08849	2416	0	0
2023.01.23	03:00:00	1.08848	1.08996	1.08806	1.08949	3058	0	0
2023.01.23	04:00:00	1.08949	1.08990	1.08897	1.08925	1476	0	0
2023.01.23	05:00:00	1.08926	1.09030	1.08926	1.08985	1618	0	0
2023.01.23	06:00:00	1.08986	1.08987	1.08889	1.08948	1795	0	0
2023.01.23	07:00:00	1.08948	1.08984	1.08901	1.08922	1768	0	0
2023.01.23	08:00:00	1.08922	1.09130	1.08874	1.09007	3295	0	0
2023.01.23	09:00:00	1.09007	1.09267	1.08923	1.09144	6271	0	0
2023.01.23	10:00:00	1.09142	1.09157	1.08934	1.08999	6431	0	0
2023.01.23	11:00:00	1.08999	1.09204	1.08932	1.09118	4636	0	0
2023.01.23	12:00:00	1.09118	1.09153	1.08956	1.08992	4563	0	0
2023.01.23	13:00:00	1.08992	1.09025	1.08790	1.08815	4787	0	0
2023.01.23	14:00:00	1.08815	1.08830	1.08669	1.08711	5556	0	0
2023.01.23	15:00:00	1.08714	1.08779	1.08532	1.08589	6827	0	0
2023.01.23	16:00:00	1.08589	1.08683	1.08464	1.08619	8229	0	0
2023.01.23	17:00:00	1.08620	1.08692	1.08470	1.08645	8703	0	0
2023.01.23	18:00:00	1.08645	1.08760	1.08599	1.08640	7023	0	0
2023.01.23	19:00:00	1.08640	1.08651	1.08567	1.08624	4052	0	0
2023.01.23	20:00:00	1.08625	1.08732	1.08623	1.08664	3438	0	0
2023.01.23	21:00:00	1.08665	1.08674	1.08478	1.08591	4786	0	0
2023.01.23	22:00:00	1.08591	1.08685	1.08572	1.08683	5138	0	0
2023.01.23	23:00:00	1.08681	1.08718	1.08651	1.08715	1353	0	0
2023.01.24	00:00:00	1.08705	1.08715	1.08670	1.08691	325	0	21
2023.01.24	01:00:00	1.08689	1.08756	1.08673	1.08711	1211	0	2
2023.01.24	02:00:00	1.08711	1.08748	1.08674	1.08736	1271	0	0
2023.01.24	03:00:00	1.08737	1.08826	1.08718	1.08809	1168	0	0
2023.01.24	04:00:00	1.08807	1.08830	1.08775	1.08791	878	0	0
2023.01.24	05:00:00	1.08785	1.08801	1.08731	1.08746	932	0	0
2023.01.24	06:00:00	1.08746	1.08765	1.08694	1.08764	1140	0	0
2023.01.24	07:00:00	1.08768	1.08827	1.08756	1.08784	1063	0	0
2023.01.24	08:00:00	1.08784	1.08919	1.08776	1.08879	1999	0	0
2023.01.24	09:00:00	1.08879	1.08980	1.08834	1.08888	4142	0	0
2023.01.24	10:00:00	1.08888	1.08960	1.08666	1.08749	5485	0	0
2023.01.24	11:00:00	1.08747	1.08832	1.08519	1.08609	6234	0	0
2023.01.24	12:00:00	1.08605	1.08665	1.08522	1.08640	4626	0	0
2023.01.24	13:00:00	1.08640	1.08759	1.08537	1.08667	3577	0	0
2023.01.24	14:00:00	1.08667	1.08764	1.08591	1.08597	3562	0	0
2023.01.24	15:00:00	1.08598	1.08808	1.08542	1.08660	6269	0	0
2023.01.24	16:00:00	1.08660	1.08701	1.08405	1.08423	9377	0	0
2023.01.24	17:00:00	1.08423	1.08806	1.08352	1.08753	11764	0	0
2023.01.24	18:00:00	1.08753	1.08833	1.08671	1.08718	6269	0	0
2023.01.24	19:00:00	1.08717	1.08871	1.08702	1.08833	4825	0	0
2023.01.24	20:00:00	1.08833	1.08889	1.08769	1.08791	3298	0	0
2023.01.24	21:00:00	1.08792	1.08845	1.08741	1.08839	2419	0	0
2023.01.24	22:00:00	1.08842	1.08848	1.08792	1.08816	2435	0	0
2023.01.24	23:00:00	1.08817	1.08890	1.08807	1.08879	2423	0	0
2023.01.25	00:00:00	1.08856	1.08876	1.08791	1.08848	386	0	12
2023.01.25	01:00:00	1.08847	1.08904	1.08828	1.08899	1755	0	2
2023.01.25	02:00:00	1.08897	1.08906	1.08809	1.08871	2306	0	0
2023.01.25	03:00:00	1.08871	1.08942	1.08842	1.08930	2010	0	0
2023.01.25	04:00:00	1.08931	1.09015	1.08930	1.08966	1361	0	0
2023.01.25	05:00:00	1.08963	1.08994	1.08926	1.08972	1392	0	0
2023.01.25	06:00:00	1.08973	1.09028	1.08971	1.08987	1231	0	0
2023.01.25	07:00:00	1.08988	1.08996	1.08919	1.08976	1303	0	0
2023.01.25	08:00:00	1.08977	1.09113	1.08956	1.09063	2564	0	0
2023.01.25	09:00:00	1.09064	1.09113	1.08788	1.08811	4475	0	0
2023.01.25	10:00:00	1.08811	1.08914	1.08676	1.08770	5405	0	0
2023.01.25	11:00:00	1.08769	1.08919	1.08700	1.08813	4629	0	0
2023.01.25	12:00:00	1.08814	1.08814	1.08632	1.08659	4709	0	0
2023.01.25	13:00:00	1.08658	1.08697	1.08574	1.08645	4308	0	0
2023.01.25	14:00:00	1.08643	1.08769	1.08586	1.08742	4317	0	0
2023.01.25	15:00:00	1.08739	1.08849	1.08646	1.08721	5560	0	0
2023.01.25	16:00:00	1.08721	1.09005	1.08685	1.08940	7421	0	0
2023.01.25	17:00:00	1.08938	1.09236	1.08910	1.09024	10929	0	0
2023.01.25	18:00:00	1.09021	1.09035	1.08742	1.09004	7503	0	0
2023.01.25	19:00:00	1.09006	1.09037	1.08942	1.08993	3258	0	0
2023.01.25	20:00:00	1.08993	1.09184	1.08993	1.09093	3605	0	0
2023.01.25	21:00:00	1.09093	1.09151	1.09069	1.09147	3376	0	0
2023.01.25	22:00:00	1.09147	1.09177	1.09065	1.09146	3269	0	0
2023.01.25	23:00:00	1.09142	1.09179	1.09114	1.09147	2126	0	0
2023.01.26	00:00:00	1.09152	1.09172	1.09092	1.09124	426	0	14
2023.01.26	01:00:00	1.09123	1.09227	1.09097	1.09207	1192	0	2
2023.01.26	02:00:00	1.09208	1.09246	1.09156	1.09156	1613	0	0
2023.01.26	03:00:00	1.09159	1.09209	1.09071	1.09192	2105	0	0
2023.01.26	04:00:00	1.09190	1.09217	1.09108	1.09153	1579	0	0
2023.01.26	05:00:00	1.09152	1.09176	1.09112	1.09131	1272	0	0
2023.01.26	06:00:00	1.09131	1.09183	1.09129	1.09146	1269	0	0
2023.01.26	07:00:00	1.09143	1.09189	1.09089	1.09188	1116	0	0
2023.01.26	08:00:00	1.09185	1.09294	1.09172	1.09204	1999	0	0
2023.01.26	09:00:00	1.09204	1.09228	1.09068	1.09195	5046	0	0
2023.01.26	10:00:00	1.09190	1.09280	1.09058	1.09091	5046	0	0
2023.01.26	11:00:00	1.09092	1.09101	1.08926	1.08957	4664	0	0
2023.01.26	12:00:00	1.08957	1.09080	1.08939	1.09068	3253	0	0
2023.01.26	13:00:00	1.09068	1.09078	1.08993	1.09031	2675	0	0
2023.01.26	14:00:00	1.09031	1.09044	1.08869	1.08930	3560	0	0
2023.01.26	15:00:00	1.08929	1.09085	1.08729	1.09027	9018	0	0
2023.01.26	16:00:00	1.09028	1.09177	1.08816	1.08868	9816	0	0
2023.01.26	17:00:00	1.08868	1.08949	1.08509	1.08552	10344	0	0
2023.01.26	18:00:00	1.08552	1.08719	1.08506	1.08647	6550	0	0
2023.01.26	19:00:00	1.08647	1.08699	1.08582	1.08647	3066	0	0
2023.01.26	20:00:00	1.08644	1.08883	1.08637	1.08863	2964	0	0
2023.01.26	21:00:00	1.08863	1.08903	1.08823	1.08893	1937	0	0
2023.01.26	22:00:00	1.08893	1.08926	1.08866	1.08922	2545	0	0
2023.01.26	23:00:00	1.08922	1.08946	1.08902	1.08917	1329	0	0
2023.01.27	00:00:00	1.08909	1.08909	1.08849	1.08894	290	0	14
2023.01.27	01:00:00	1.08894	1.08963	1.08857	1.08932	1608	0	2
2023.01.27	02:00:00	1.08933	1.09003	1.08932	1.08964	2164	0	0
2023.01.27	03:00:00	1.08961	1.08992	1.08860	1.08895	2001	0	0
2023.01.27	04:00:00	1.08894	1.08900	1.08785	1.08794	1361	0	0
2023.01.27	05:00:00	1.08794	1.08800	1.08706	1.08736	1508	0	0
2023.01.27	06:00:00	1.08736	1.08736	1.08659	1.08662	1547	0	0
2023.01.27	07:00:00	1.08662	1.08740	1.08657	1.08739	1193	0	0
2023.01.27	08:00:00	1.08738	1.08739	1.08661	1.08699	1848	0	0
2023.01.27	09:00:00	1.08697	1.08796	1.08680	1.08737	3179	0	0
2023.01.27	10:00:00	1.08737	1.08917	1.08658	1.08906	4421	0	0
2023.01.27	11:00:00	1.08906	1.08924	1.08776	1.08839	3893	0	0
2023.01.27	12:00:00	1.08839	1.08954	1.08828	1.08893	2675	0	0
2023.01.27	13:00:00	1.08893	1.08938	1.08756	1.08791	3372	0	0
2023.01.27	14:00:00	1.08791	1.08808	1.08663	1.08669	2953	0	0
2023.01.27	15:00:00	1.08668	1.08778	1.08594	1.08624	6562	0	0
2023.01.27	16:00:00	1.08624	1.08768	1.08452	1.08652	8615	0	0
2023.01.27	17:00:00	1.08650	1.08791	1.08378	1.08385	10142	0	0
2023.01.27	18:00:00	1.08385	1.08674	1.08381	1.08565	6812	0	0
2023.01.27	19:00:00	1.08565	1.08719	1.08527	1.08666	4092	0	0
2023.01.27	20:00:00	1.08665	1.08676	1.08564	1.08660	3238	0	0
2023.01.27	21:00:00	1.08660	1.08724	1.08644	1.08687	2661	0	0
2023.01.27	22:00:00	1.08686	1.08731	1.08640	1.08653	2543	0	0
2023.01.27	23:00:00	1.08654	1.08693	1.08646	1.08673	1059	0	0
2023.01.30	00:00:00	1.08618	1.08655	1.08579	1.08641	327	0	20
2023.01.30	01:00:00	1.08641	1.08727	1.08641	1.08719	784	0	2
2023.01.30	02:00:00	1.08719	1.08752	1.08692	1.08745	1569	0	0
2023.01.30	03:00:00	1.08745	1.08753	1.08613	1.08736	2400	0	1
2023.01.30	04:00:00	1.08737	1.08737	1.08655	1.08692	2029	0	0
2023.01.30	05:00:00	1.08693	1.08694	1.08644	1.08686	1176	0	0
2023.01.30	06:00:00	1.08685	1.08793	1.08679	1.08764	4125	0	0
2023.01.30	07:00:00	1.08758	1.08769	1.08644	1.08693	2211	0	0
2023.01.30	08:00:00	1.08693	1.08696	1.08583	1.08621	2033	0	0
2023.01.30	09:00:00	1.08619	1.08698	1.08531	1.08598	3943	0	0
2023.01.30	10:00:00	1.08598	1.08896	1.08598	1.08815	6917	0	0
2023.01.30	11:00:00	1.08815	1.09041	1.08766	1.09019	5223	0	0
2023.01.30	12:00:00	1.09020	1.09138	1.09017	1.09108	4566	0	0
2023.01.30	13:00:00	1.09108	1.09115	1.08907	1.08964	4070	0	0
2023.01.30	14:00:00	1.08967	1.09095	1.08931	1.09039	3652	0	0
2023.01.30	15:00:00	1.09040	1.09112	1.08862	1.08862	4696	0	0
2023.01.30	16:00:00	1.08864	1.08997	1.08798	1.08915	6204	0	0
2023.01.30	17:00:00	1.08914	1.08993	1.08676	1.08708	7851	0	0
2023.01.30	18:00:00	1.08708	1.08748	1.08607	1.08659	5664	0	0
2023.01.30	19:00:00	1.08658	1.08669	1.08575	1.08578	4258	0	0
2023.01.30	20:00:00	1.08578	1.08607	1.08502	1.08545	3428	0	0
2023.01.30	21:00:00	1.08546	1.08556	1.08393	1.08462	3206	0	0
2023.01.30	22:00:00	1.08461	1.08546	1.08442	1.08459	3198	0	0
2023.01.30	23:00:00	1.08464	1.08525	1.08456	1.08500	1279	0	0
2023.01.31	00:00:00	1.08480	1.08513	1.08453	1.08503	2064	0	9
2023.01.31	01:00:00	1.08510	1.08510	1.08465	1.08496	749	0	2
2023.01.31	02:00:00	1.08502	1.08572	1.08486	1.08539	1950	0	0
2023.01.31	03:00:00	1.08540	1.08601	1.08510	1.08576	1791	0	1
2023.01.31	04:00:00	1.08576	1.08590	1.08500	1.08519	1750	0	0
2023.01.31	05:00:00	1.08519	1.08527	1.08442	1.08446	1263	0	0
2023.01.31	06:00:00	1.08446	1.08462	1.08395	1.08460	1160	0	0
2023.01.31	07:00:00	1.08460	1.08469	1.08332	1.08347	1455	0	0
2023.01.31	08:00:00	1.08349	1.08423	1.08317	1.08395	2103	0	0
2023.01.31	09:00:00	1.08396	1.08498	1.08343	1.08442	4136	0	0
2023.01.31	10:00:00	1.08442	1.08450	1.08026	1.08036	6886	0	0
2023.01.31	11:00:00	1.08033	1.08345	1.08017	1.08296	5425	0	0
2023.01.31	12:00:00	1.08295	1.08315	1.08203	1.08230	4065	0	0
2023.01.31	13:00:00	1.08228	1.08382	1.08215	1.08359	3702	0	0
2023.01.31	14:00:00	1.08362	1.08388	1.08256	1.08262	3964	0	0
2023.01.31	15:00:00	1.08261	1.08634	1.08261	1.08512	9387	0	0
2023.01.31	16:00:00	1.08513	1.08646	1.08432	1.08479	8149	0	0
2023.01.31	17:00:00	1.08474	1.08626	1.08336	1.08597	10269	0	0
2023.01.31	18:00:00	1.08597	1.08678	1.08533	1.08571	7095	0	0
2023.01.31	19:00:00	1.08570	1.08664	1.08508	1.08652	3539	0	0
2023.01.31	20:00:00	1.08653	1.08750	1.08647	1.08724	2387	0	0
2023.01.31	21:00:00	1.08725	1.08741	1.08631	1.08642	2410	0	0
2023.01.31	22:00:00	1.08643	1.08731	1.08599	1.08721	3084	0	0
2023.01.31	23:00:00	1.08723	1.08727	1.08607	1.08614	2051	0	0
2023.02.01	00:00:00	1.08607	1.08639	1.08577	1.08606	377	0	9
2023.02.01	01:00:00	1.08606	1.08654	1.08591	1.08604	922	0	2
2023.02.01	02:00:00	1.08607	1.08642	1.08585	1.08624	1378	0	0
2023.02.01	03:00:00	1.08624	1.08637	1.08571	1.08573	1733	0	0
2023.02.01	04:00:00	1.08572	1.08572	1.08523	1.08538	1263	0	0
2023.02.01	05:00:00	1.08540	1.08628	1.08525	1.08628	867	0	0
2023.02.01	06:00:00	1.08627	1.08689	1.08626	1.08658	866	0	0
2023.02.01	07:00:00	1.08657	1.08749	1.08654	1.08717	790	0	0
2023.02.01	08:00:00	1.08717	1.08769	1.08658	1.08697	1448	0	0
2023.02.01	09:00:00	1.08697	1.08838	1.08667	1.08802	4274	0	0
2023.02.01	10:00:00	1.08802	1.08886	1.08697	1.08875	5108	0	0
2023.02.01	11:00:00	1.08876	1.08886	1.08786	1.08833	3924	0	0
2023.02.01	12:00:00	1.08825	1.08939	1.08792	1.08922	3755	0	0
2023.02.01	13:00:00	1.08923	1.08969	1.08886	1.08926	3175	0	0
2023.02.01	14:00:00	1.08926	1.08979	1.08881	1.08914	2993	0	0
2023.02.01	15:00:00	1.08917	1.09100	1.08882	1.09042	6056	0	0
2023.02.01	16:00:00	1.09041	1.09109	1.09011	1.09040	5195	0	0
2023.02.01	17:00:00	1.09046	1.09247	1.08877	1.09197	9928	0	0
2023.02.01	18:00:00	1.09197	1.09241	1.09143	1.09166	4660	0	0
2023.02.01	19:00:00	1.09166	1.09192	1.09048	1.09079	3565	0	0
2023.02.01	20:00:00	1.09080	1.09209	1.09062	1.09162	3558	0	0
2023.02.01	21:00:00	1.09057	1.09870	1.08885	1.09779	20734	0	0
2023.02.01	22:00:00	1.09781	1.10014	1.09695	1.09883	12595	0	0
2023.02.01	23:00:00	1.09882	1.09907	1.09833	1.09886	2484	0	0
2023.02.02	00:00:00	1.09870	1.09894	1.09838	1.09865	1017	0	18
2023.02.02	01:00:00	1.09865	1.10329	1.09850	1.10127	3868	0	1
2023.02.02	02:00:00	1.10127	1.10267	1.10104	1.10188	2827	0	0
2023.02.02	03:00:00	1.10190	1.10212	1.10064	1.10134	2996	0	0
2023.02.02	04:00:00	1.10131	1.10213	1.10120	1.10188	2589	0	1
2023.02.02	05:00:00	1.10188	1.10207	1.10147	1.10176	1646	0	0
2023.02.02	06:00:00	1.10173	1.10255	1.10158	1.10198	1429	0	0
2023.02.02	07:00:00	1.10197	1.10250	1.10192	1.10202	2136	0	0
2023.02.02	08:00:00	1.10201	1.10218	1.10045	1.10052	2523	0	0
2023.02.02	09:00:00	1.10057	1.10148	1.09913	1.09936	4654	0	0
2023.02.02	10:00:00	1.09936	1.10106	1.09915	1.10052	5618	0	0
2023.02.02	11:00:00	1.10052	1.10063	1.09888	1.09987	5151	0	0
2023.02.02	12:00:00	1.09987	1.10004	1.09806	1.09830	4427	0	0
2023.02.02	13:00:00	1.09830	1.10023	1.09822	1.09993	3817	0	0
2023.02.02	14:00:00	1.09993	1.10043	1.09825	1.09842	9389	0	0
2023.02.02	15:00:00	1.09842	1.10039	1.09438	1.09452	11969	0	0
2023.02.02	16:00:00	1.09452	1.09665	1.09048	1.09052	14419	0	0
2023.02.02	17:00:00	1.09051	1.09398	1.08853	1.09369	10832	0	0
2023.02.02	18:00:00	1.09366	1.09490	1.09072	1.09170	6638	0	0
2023.02.02	19:00:00	1.09171	1.09269	1.09057	1.09084	5168	0	0
2023.02.02	20:00:00	1.09089	1.09229	1.09079	1.09193	3697	0	0
2023.02.02	21:00:00	1.09193	1.09225	1.09053	1.09080	5647	0	0
2023.02.02	22:00:00	1.09081	1.09151	1.09055	1.09139	5680	0	0
2023.02.02	23:00:00	1.09139	1.09163	1.09081	1.09099	4179	0	0
2023.02.03	00:00:00	1.09081	1.09087	1.09058	1.09072	425	0	16
2023.02.03	01:00:00	1.09072	1.09115	1.09042	1.09047	1028	0	2
2023.02.03	02:00:00	1.09047	1.09052	1.08923	1.08974	2532	0	0
2023.02.03	03:00:00	1.08968	1.08996	1.08912	1.08937	2125	0	1
2023.02.03	04:00:00	1.08937	1.08960	1.08879	1.08896	2075	0	0
2023.02.03	05:00:00	1.08896	1.08959	1.08894	1.08939	1280	0	0
2023.02.03	06:00:00	1.08939	1.08947	1.08872	1.08931	1279	0	0
2023.02.03	07:00:00	1.08931	1.08985	1.08900	1.08937	1667	0	0
2023.02.03	08:00:00	1.08938	1.08999	1.08915	1.08984	1929	0	0
2023.02.03	09:00:00	1.08977	1.09060	1.08820	1.08995	5193	0	0
2023.02.03	10:00:00	1.08995	1.09075	1.08848	1.09035	5442	0	0
2023.02.03	11:00:00	1.09036	1.09310	1.08936	1.09301	5265	0	0
2023.02.03	12:00:00	1.09299	1.09368	1.09251	1.09351	4248	0	0
2023.02.03	13:00:00	1.09353	1.09371	1.09247	1.09292	3697	0	0
2023.02.03	14:00:00	1.09292	1.09371	1.09260	1.09328	3709	0	0
2023.02.03	15:00:00	1.09318	1.09402	1.08265	1.08399	14074	0	0
2023.02.03	16:00:00	1.08398	1.08717	1.08327	1.08635	13245	0	0
2023.02.03	17:00:00	1.08618	1.08762	1.08094	1.08584	16084	0	0
2023.02.03	18:00:00	1.08584	1.08617	1.08235	1.08252	9245	0	0
2023.02.03	19:00:00	1.08251	1.08369	1.08222	1.08247	5556	0	0
2023.02.03	20:00:00	1.08247	1.08249	1.08054	1.08119	5499	0	0
2023.02.03	21:00:00	1.08118	1.08146	1.08019	1.08047	4718	0	0
2023.02.03	22:00:00	1.08046	1.08048	1.07932	1.07934	4163	0	0
2023.02.03	23:00:00	1.07939	1.08007	1.07923	1.07932	1769	0	0
2023.02.06	00:00:00	1.07800	1.07934	1.07786	1.07904	517	0	2
2023.02.06	01:00:00	1.07905	1.07978	1.07848	1.07895	4246	0	1
2023.02.06	02:00:00	1.07894	1.07949	1.07814	1.07887	3759	0	0
2023.02.06	03:00:00	1.07885	1.07941	1.07843	1.07851	3125	0	0
2023.02.06	04:00:00	1.07851	1.07982	1.07822	1.07906	3499	0	0
2023.02.06	05:00:00	1.07906	1.07982	1.07892	1.07902	2432	0	0
2023.02.06	06:00:00	1.07902	1.07989	1.07887	1.07963	2277	0	0
2023.02.06	07:00:00	1.07962	1.07981	1.07901	1.07968	1885	0	0
2023.02.06	08:00:00	1.07968	1.07980	1.07865	1.07873	2231	0	0
2023.02.06	09:00:00	1.07873	1.07965	1.07800	1.07800	4573	0	0
2023.02.06	10:00:00	1.07801	1.07954	1.07748	1.07853	6425	0	0
2023.02.06	11:00:00	1.07853	1.07883	1.07652	1.07667	5894	0	0
2023.02.06	12:00:00	1.07667	1.07776	1.07599	1.07660	5200	0	0
2023.02.06	13:00:00	1.07659	1.07674	1.07568	1.07662	3679	0	0
2023.02.06	14:00:00	1.07662	1.07832	1.07657	1.07732	3859	0	0
2023.02.06	15:00:00	1.07730	1.07779	1.07572	1.07581	6297	0	0
2023.02.06	16:00:00	1.07581	1.07662	1.07391	1.07445	8353	0	0
2023.02.06	17:00:00	1.07447	1.07479	1.07221	1.07301	8502	0	0
2023.02.06	18:00:00	1.07303	1.07394	1.07174	1.07213	6377	0	0
2023.02.06	19:00:00	1.07213	1.07220	1.07095	1.07132	4390	0	0
2023.02.06	20:00:00	1.07132	1.07267	1.07103	1.07264	3269	0	0
2023.02.06	21:00:00	1.07263	1.07373	1.07235	1.07247	3574	0	0
2023.02.06	22:00:00	1.07247	1.07310	1.07185	1.07298	3706	0	0
2023.02.06	23:00:00	1.07295	1.07303	1.07236	1.07249	1005	0	0
2023.02.07	00:00:00	1.07242	1.07277	1.07203	1.07258	2345	0	7
2023.02.07	01:00:00	1.07259	1.07292	1.07232	1.07291	1115	0	1
2023.02.07	02:00:00	1.07290	1.07363	1.07282	1.07362	1608	0	0
2023.02.07	03:00:00	1.07365	1.07425	1.07336	1.07412	2441	0	0
2023.02.07	04:00:00	1.07412	1.07416	1.07361	1.07410	2063	0	0
2023.02.07	05:00:00	1.07411	1.07427	1.07359	1.07383	2928	0	0
2023.02.07	06:00:00	1.07382	1.07383	1.07286	1.07328	2029	0	0
2023.02.07	07:00:00	1.07330	1.07418	1.07307	1.07404	2281	0	0
2023.02.07	08:00:00	1.07404	1.07438	1.07352	1.07393	2508	0	0
2023.02.07	09:00:00	1.07392	1.07398	1.07231	1.07242	5148	0	0
2023.02.07	10:00:00	1.07242	1.07261	1.06971	1.07192	8519	0	0
2023.02.07	11:00:00	1.07191	1.07350	1.07107	1.07110	6237	0	0
2023.02.07	12:00:00	1.07109	1.07227	1.07068	1.07137	4859	0	0
2023.02.07	13:00:00	1.07136	1.07181	1.06982	1.07051	5282	0	0
2023.02.07	14:00:00	1.07050	1.07124	1.07018	1.07055	4770	0	0
2023.02.07	15:00:00	1.07053	1.07065	1.06859	1.06954	6314	0	0
2023.02.07	16:00:00	1.06954	1.06995	1.06798	1.06824	7075	0	0
2023.02.07	17:00:00	1.06824	1.06967	1.06692	1.06928	8278	0	0
2023.02.07	18:00:00	1.06928	1.07122	1.06886	1.07049	6978	0	0
2023.02.07	19:00:00	1.07049	1.07664	1.06900	1.07603	11388	0	0
2023.02.07	20:00:00	1.07603	1.07628	1.06874	1.07021	17216	0	0
2023.02.07	21:00:00	1.07020	1.07286	1.07014	1.07195	9593	0	0
2023.02.07	22:00:00	1.07195	1.07294	1.07084	1.07251	4678	0	0
2023.02.07	23:00:00	1.07249	1.07298	1.07216	1.07267	1504	0	0
2023.02.08	00:00:00	1.07233	1.07296	1.07182	1.07295	448	0	1
2023.02.08	01:00:00	1.07295	1.07308	1.07252	1.07301	1005	0	1
2023.02.08	02:00:00	1.07304	1.07341	1.07268	1.07321	1864	0	0
2023.02.08	03:00:00	1.07318	1.07350	1.07230	1.07264	2244	0	0
2023.02.08	04:00:00	1.07264	1.07331	1.07238	1.07328	1835	0	0
2023.02.08	05:00:00	1.07328	1.07348	1.07303	1.07324	1534	0	0
2023.02.08	06:00:00	1.07323	1.07348	1.07306	1.07335	1114	0	0
2023.02.08	07:00:00	1.07333	1.07349	1.07273	1.07337	1084	0	0
2023.02.08	08:00:00	1.07337	1.07396	1.07272	1.07272	2147	0	0
2023.02.08	09:00:00	1.07272	1.07598	1.07240	1.07587	4641	0	0
2023.02.08	10:00:00	1.07588	1.07589	1.07411	1.07523	6657	0	0
2023.02.08	11:00:00	1.07524	1.07609	1.07502	1.07553	5110	0	0
2023.02.08	12:00:00	1.07553	1.07558	1.07430	1.07465	3702	0	0
2023.02.08	13:00:00	1.07465	1.07476	1.07330	1.07351	3343	0	0
2023.02.08	14:00:00	1.07350	1.07493	1.07337	1.07338	4090	0	0
2023.02.08	15:00:00	1.07338	1.07378	1.07258	1.07317	5500	0	0
2023.02.08	16:00:00	1.07317	1.07433	1.07181	1.07251	8241	0	0
2023.02.08	17:00:00	1.07251	1.07280	1.07137	1.07253	8774	0	0
2023.02.08	18:00:00	1.07253	1.07364	1.07187	1.07336	6440	0	0
2023.02.08	19:00:00	1.07336	1.07402	1.07259	1.07285	4609	0	0
2023.02.08	20:00:00	1.07286	1.07392	1.07244	1.07340	5281	0	0
2023.02.08	21:00:00	1.07341	1.07342	1.07209	1.07231	3817	0	0
2023.02.08	22:00:00	1.07231	1.07246	1.07094	1.07138	3575	0	0
2023.02.08	23:00:00	1.07138	1.07154	1.07113	1.07129	1100	0	0
2023.02.09	00:00:00	1.07095	1.07164	1.07083	1.07124	3985	0	2
2023.02.09	01:00:00	1.07121	1.07169	1.07094	1.07151	1138	0	1
2023.02.09	02:00:00	1.07151	1.07190	1.07146	1.07159	1891	0	0
2023.02.09	03:00:00	1.07159	1.07260	1.07093	1.07247	2699	0	0
2023.02.09	04:00:00	1.07247	1.07328	1.07237	1.07307	1747	0	0
2023.02.09	05:00:00	1.07308	1.07326	1.07254	1.07296	1585	0	0
2023.02.09	06:00:00	1.07296	1.07326	1.07283	1.07321	1273	0	0
2023.02.09	07:00:00	1.07321	1.07383	1.07268	1.07357	2504	0	0
2023.02.09	08:00:00	1.07357	1.07449	1.07336	1.07398	2818	0	0
2023.02.09	09:00:00	1.07398	1.07402	1.07241	1.07330	5188	0	0
2023.02.09	10:00:00	1.07330	1.07596	1.07326	1.07529	6342	0	0
2023.02.09	11:00:00	1.07530	1.07690	1.07511	1.07638	4859	0	0
2023.02.09	12:00:00	1.07638	1.07785	1.07592	1.07775	4595	0	0
2023.02.09	13:00:00	1.07776	1.07777	1.07587	1.07632	3759	0	0
2023.02.09	14:00:00	1.07632	1.07723	1.07592	1.07695	3557	0	0
2023.02.09	15:00:00	1.07694	1.07902	1.07628	1.07899	6372	0	0
2023.02.09	16:00:00	1.07899	1.07908	1.07781	1.07801	6461	0	0
2023.02.09	17:00:00	1.07802	1.07895	1.07616	1.07629	7137	0	0
2023.02.09	18:00:00	1.07628	1.07634	1.07441	1.07609	5856	0	0
2023.02.09	19:00:00	1.07604	1.07615	1.07391	1.07487	3660	0	0
2023.02.09	20:00:00	1.07487	1.07488	1.07378	1.07413	4737	0	0
2023.02.09	21:00:00	1.07413	1.07457	1.07332	1.07373	4706	0	0
2023.02.09	22:00:00	1.07372	1.07395	1.07317	1.07336	2857	0	0
